N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
21.08,42.5,71.45,13.63,49.89,7.3,10.51,Maize,0.15,Chickpea
83.21,41.34,55.58,33.75,88.46,6.58,246.85,Wheat,0.61,Sugarcane
32.56,32.85,21.4,11.51,54.97,6.47,49.28,Maize,0.74,Mustard
30.92,33.65,21.23,18.99,67.21,6.07,19.88,Wheat,0.56,Mustard
74.07,39.45,48.65,30.71,79.66,6.0,283.91,Fallow,0.75,Rice
21.67,20.03,39.22,13.51,60.22,6.44,31.07,Wheat,0.95,Mustard
27.94,41.57,83.5,17.74,48.39,7.18,43.76,Millet,0.94,Chickpea
36.59,31.47,25.94,15.9,56.2,6.89,43.97,Wheat,0.38,Mustard
81.23,48.76,25.81,15.27,79.66,6.17,48.78,Rice,0.84,Wheat
22.28,49.04,84.49,18.89,51.74,7.01,33.61,Maize,1.6,Chickpea
29.49,30.4,71.34,12.99,55.83,7.75,20.94,Maize,0.37,Chickpea
74.6,46.8,59.34,30.33,75.21,7.54,202.43,Wheat,1.46,Sugarcane
25.23,60.02,15.5,26.0,50.35,5.92,52.26,Wheat,0.16,MungBean
24.47,32.0,72.25,10.93,48.68,7.96,32.92,Millet,0.37,Chickpea
74.83,41.62,51.09,33.92,83.86,7.21,250.67,Rice,1.72,Sugarcane
22.93,41.9,86.9,18.47,58.03,7.66,17.93,Maize,0.17,Chickpea
79.34,42.37,33.1,10.75,77.72,6.88,30.21,Maize,0.49,Wheat
22.32,78.58,23.21,28.11,60.64,6.06,97.23,Wheat,1.04,MungBean
21.67,30.59,88.73,19.02,43.21,7.49,15.24,Millet,0.36,Chickpea
21.09,48.34,89.11,13.15,40.04,7.23,22.96,Millet,0.1,Chickpea
30.75,62.36,20.27,28.26,59.9,6.2,57.3,Wheat,1.48,MungBean
78.67,41.81,40.6,32.99,79.95,6.52,229.32,Maize,0.24,Rice
83.68,42.14,49.66,31.39,71.97,7.69,254.85,Wheat,0.65,Sugarcane
33.19,70.42,20.52,29.12,50.94,5.94,52.41,Rice,0.32,MungBean
27.8,35.32,24.87,12.18,57.14,6.46,40.99,Wheat,0.56,Mustard
34.44,61.37,18.1,25.92,51.4,6.44,82.73,Wheat,0.86,MungBean
22.15,62.47,23.52,28.97,57.18,5.97,73.13,Rice,0.24,PigeonPeas
33.52,73.6,22.66,25.97,56.44,5.72,75.75,Rice,0.48,PigeonPeas
80.86,49.9,53.42,31.29,84.75,7.24,222.51,Rice,0.73,Sugarcane
73.96,50.67,51.38,34.58,75.33,6.44,245.01,Wheat,1.89,Sugarcane
32.73,28.27,34.9,15.17,54.28,6.04,29.08,Wheat,0.86,Mustard
21.03,48.9,88.42,19.37,46.71,7.44,28.66,Millet,0.78,Chickpea
75.29,55.96,20.39,32.54,68.15,6.67,243.65,Rice,0.41,Maize
78.64,59.99,34.29,14.54,70.11,7.34,11.41,Rice,0.95,Wheat
73.53,48.79,55.7,31.81,81.25,6.87,271.49,Rice,1.0,Sugarcane
78.48,41.78,26.37,30.95,66.84,6.97,205.68,Wheat,0.53,Maize
26.91,79.41,15.57,26.03,66.91,5.93,50.53,Wheat,0.81,PigeonPeas
82.42,45.45,27.76,29.54,60.09,6.83,279.31,Wheat,0.88,Maize
75.24,41.09,32.65,18.06,72.11,7.45,15.35,Maize,0.75,Wheat
73.51,43.06,44.77,33.49,76.85,6.81,240.98,Wheat,0.5,Sugarcane
23.67,76.93,20.69,27.75,64.13,6.49,78.91,Wheat,0.32,MungBean
29.9,68.37,16.9,26.42,50.59,6.2,75.32,Wheat,0.85,MungBean
38.11,37.63,27.28,13.34,66.93,6.73,12.33,Maize,0.46,Mustard
26.57,33.59,22.16,10.52,69.92,6.78,19.92,Wheat,0.83,Mustard
85.48,45.52,42.75,29.03,75.57,7.5,230.12,Wheat,0.21,Sugarcane
89.21,54.6,49.58,28.63,78.75,7.45,262.38,Wheat,0.4,Sugarcane
21.66,60.76,16.36,28.2,50.67,5.96,52.89,Rice,0.67,MungBean
85.76,50.23,36.07,17.73,70.36,7.26,45.13,Maize,0.68,Wheat
90.54,54.55,37.96,34.62,71.49,7.01,270.3,Rice,1.94,Maize
26.23,49.27,87.21,15.1,59.58,7.46,36.17,Maize,0.24,Chickpea
37.6,26.87,38.3,19.2,50.12,6.73,40.77,Wheat,0.97,Mustard
70.93,42.6,51.3,33.74,86.81,6.2,229.84,Wheat,0.92,Sugarcane
77.68,43.72,47.98,29.48,84.7,6.27,237.79,Maize,0.47,Rice
71.87,44.22,46.02,30.16,74.36,7.43,267.71,Rice,7.79,Sugarcane
79.57,45.73,30.02,29.55,71.68,6.64,268.53,Rice,0.66,Maize
93.1,45.63,21.66,30.04,61.31,7.16,279.36,Wheat,0.79,Maize
83.33,58.0,23.4,10.5,68.06,6.68,35.91,Maize,8.67,Wheat
18.82,30.88,88.25,18.27,49.82,7.43,46.99,Maize,9.58,Chickpea
98.42,49.67,39.58,16.69,73.96,6.59,21.46,MungBean,0.2,Wheat
30.5,62.88,22.36,28.92,60.36,5.95,74.57,Rice,0.9,MungBean
85.6,46.05,30.8,18.11,77.53,7.28,42.4,Maize,0.71,Wheat
78.71,43.19,27.22,34.72,69.11,6.53,244.2,Wheat,0.12,Maize
82.0,57.5,39.84,17.47,76.09,6.27,10.99,Maize,0.33,Wheat
81.48,57.6,54.67,29.14,77.88,7.61,287.53,Wheat,0.82,Sugarcane
28.97,47.97,72.67,19.35,49.63,7.51,27.07,Maize,0.55,Chickpea
80.33,59.51,27.68,30.36,61.45,6.2,230.12,Wheat,0.96,Maize
83.35,44.94,59.78,33.57,84.16,7.39,223.02,Wheat,0.19,Sugarcane
20.3,45.35,83.83,16.35,57.24,7.09,23.86,Maize,0.33,Chickpea
28.25,36.41,33.79,10.55,59.03,6.69,18.55,Maize,0.8,Mustard
89.81,53.37,27.89,11.72,79.04,7.07,40.94,Rice,0.97,Wheat
28.27,32.48,77.43,17.74,51.1,7.78,38.31,Maize,0.64,Chickpea
85.03,45.77,56.6,28.23,74.87,7.0,212.19,Wheat,0.55,Sugarcane
28.96,66.9,24.01,29.04,65.88,5.6,85.23,Wheat,0.31,MungBean
29.43,27.0,38.18,14.4,68.07,6.5,15.98,Wheat,0.76,Mustard
28.1,74.38,16.03,25.69,50.13,6.0,99.43,Wheat,0.42,PigeonPeas
92.52,52.66,24.74,32.78,65.91,6.04,212.51,Rice,0.7,Maize
82.28,40.4,20.72,12.72,77.79,7.15,29.26,Rice,0.13,Wheat
75.03,53.11,32.11,29.46,62.5,6.22,211.11,Wheat,0.98,Maize
39.86,70.8,23.28,27.3,61.05,5.7,95.3,Wheat,0.26,PigeonPeas
33.13,78.94,16.25,27.61,69.9,6.19,95.91,Wheat,0.95,MungBean
23.48,37.03,88.23,14.74,58.95,7.98,48.99,Millet,0.7,Chickpea
38.04,29.26,39.16,16.33,64.01,6.43,14.36,Maize,0.73,Mustard
87.33,48.37,55.72,33.14,89.36,6.0,228.03,Rice,0.23,Sugarcane
84.02,47.09,44.44,29.66,85.08,7.48,241.59,Rice,1.52,Sugarcane
15.35,31.27,89.86,15.83,55.62,7.91,44.09,Maize,0.75,Chickpea
79.0,40.16,59.06,30.49,84.42,5.51,203.92,Wheat,0.65,Rice
85.64,55.44,35.52,14.95,62.77,7.03,29.55,Rice,0.83,Wheat
33.84,67.82,16.74,26.24,64.01,6.18,75.01,Wheat,0.82,PigeonPeas
81.79,57.06,39.75,32.78,76.91,7.21,253.7,Rice,0.34,Maize
20.49,39.9,82.76,11.76,59.18,7.16,43.62,Maize,0.31,Chickpea
81.87,58.6,27.36,30.08,63.39,6.34,253.13,Rice,1.0,Maize
38.35,29.62,23.01,17.07,59.87,6.25,18.31,Maize,0.78,Mustard
21.09,28.24,25.18,19.49,62.68,6.78,32.14,Maize,0.84,Mustard
21.44,77.36,20.0,27.48,63.84,5.82,85.56,Rice,0.12,MungBean
79.93,47.08,29.41,14.95,66.19,7.09,20.32,Rice,0.36,Wheat
89.41,49.66,56.04,30.63,90.0,6.93,205.63,Maize,1.32,Rice
109.02,57.5,35.46,15.62,76.14,7.45,29.18,MungBean,0.2,Wheat
76.84,52.59,40.24,32.32,88.05,7.78,229.53,Rice,0.94,Sugarcane
78.62,53.49,29.47,32.64,60.67,6.65,264.18,Wheat,1.58,Maize
21.43,63.17,16.29,27.69,63.07,5.93,70.31,Wheat,0.5,PigeonPeas
21.61,62.42,18.45,26.46,60.6,6.01,58.49,Rice,1.0,MungBean
33.71,76.69,17.07,25.42,60.73,6.42,66.46,Wheat,1.83,PigeonPeas
23.77,76.7,18.29,26.78,55.41,6.3,70.16,Wheat,0.49,MungBean
33.2,62.13,17.78,28.78,50.0,6.18,51.07,Rice,0.69,MungBean
80.99,44.1,39.47,11.09,71.8,7.42,41.76,Rice,0.23,Wheat
75.04,56.1,26.91,30.63,68.19,6.31,213.78,Wheat,1.71,Maize
90.64,45.75,26.69,14.4,79.28,7.31,15.86,Rice,0.75,Wheat
89.58,48.37,20.58,16.63,73.22,7.11,18.52,Rice,0.6,Wheat
33.65,68.71,21.85,29.65,50.2,5.8,88.39,Wheat,0.36,PigeonPeas
27.49,78.63,21.63,26.73,62.73,6.23,64.68,Rice,0.67,PigeonPeas
102.06,61.09,35.1,14.25,71.53,6.03,41.17,MungBean,1.91,Wheat
88.06,43.89,48.0,32.78,89.42,6.86,251.68,Maize,0.97,Rice
21.71,24.37,29.81,17.83,55.81,6.85,28.94,Wheat,0.37,Mustard
32.8,39.19,28.15,19.15,67.24,6.75,39.42,Maize,0.1,Mustard
79.61,44.27,41.85,31.43,89.01,7.5,287.89,Wheat,0.46,Sugarcane
20.3,72.45,24.98,29.69,69.67,5.79,73.0,Rice,0.33,MungBean
76.98,51.58,42.5,34.05,72.59,6.7,262.25,Rice,0.43,Sugarcane
29.03,69.85,22.41,26.73,51.81,6.18,85.11,Wheat,0.45,PigeonPeas
94.36,55.13,38.78,30.67,74.64,6.7,213.04,Wheat,9.18,Maize
83.84,56.16,50.94,34.91,80.42,6.99,266.85,Maize,0.56,Rice
79.76,53.78,50.7,30.38,87.49,7.2,266.89,Wheat,0.68,Sugarcane
85.31,43.39,28.0,33.09,68.01,7.11,271.95,Wheat,0.89,Maize
38.67,71.07,20.32,25.73,61.72,6.4,75.31,Wheat,0.37,PigeonPeas
25.52,31.88,86.43,12.99,45.8,7.03,14.56,Maize,0.65,Chickpea
93.04,47.31,25.89,33.95,78.11,6.0,239.65,Wheat,0.61,Maize
85.55,53.5,41.49,30.25,75.62,7.53,253.22,Wheat,0.27,Sugarcane
102.65,45.27,24.48,10.92,73.26,6.31,13.75,PigeonPeas,0.74,Wheat
36.14,31.46,34.56,14.55,68.14,6.42,12.61,Maize,0.19,Mustard
87.4,48.68,56.64,31.55,75.4,7.51,276.29,Wheat,0.84,Sugarcane
90.23,50.43,33.1,11.69,69.97,6.7,47.72,Rice,16.31,Wheat
71.81,40.35,49.17,33.29,86.91,6.1,267.27,Wheat,0.21,Rice
91.54,59.93,35.07,33.68,65.9,6.4,244.91,Rice,0.25,Maize
91.74,40.31,20.35,14.27,68.55,7.3,26.71,Rice,0.28,Wheat
79.41,46.71,44.13,29.49,77.4,6.38,238.62,Maize,0.43,Rice
37.99,74.45,22.79,27.78,54.15,5.91,51.8,Wheat,0.21,PigeonPeas
37.99,72.96,20.52,25.13,60.89,6.16,84.83,Wheat,0.18,MungBean
65.12,49.04,47.86,33.96,70.81,5.69,235.2,Fallow,18.45,Rice
35.65,71.63,16.92,25.97,50.74,6.15,67.86,Wheat,0.38,PigeonPeas
71.15,46.92,41.64,32.54,83.64,7.44,218.84,Wheat,0.77,Sugarcane
25.14,32.69,21.03,16.61,57.7,6.14,31.82,Maize,0.37,Mustard
29.01,27.37,22.32,12.88,64.53,6.18,32.08,Wheat,1.19,Mustard
85.88,54.64,21.55,19.37,68.9,6.16,11.09,Rice,0.68,Wheat
22.0,74.61,21.49,26.13,66.94,6.1,69.71,Wheat,0.7,MungBean
78.75,51.56,41.06,32.62,75.3,7.91,227.37,Wheat,1.69,Sugarcane
39.36,64.28,17.06,26.64,60.89,6.25,63.64,Wheat,0.17,MungBean
75.12,49.57,49.44,31.38,79.66,6.51,227.99,Rice,0.41,Sugarcane
17.34,47.18,88.99,16.81,42.17,7.21,29.42,Millet,0.67,Chickpea
31.17,71.39,22.23,26.08,67.49,6.26,80.98,Rice,0.72,PigeonPeas
82.27,51.99,52.64,30.75,77.85,6.01,201.84,Maize,0.19,Rice
87.63,43.65,53.97,34.53,74.02,7.5,262.13,Rice,0.22,Sugarcane
87.66,54.65,44.27,34.47,72.93,7.9,256.42,Rice,0.34,Sugarcane
20.02,28.76,25.8,13.85,67.26,6.01,47.28,Maize,0.97,Mustard
89.65,47.95,28.86,31.21,73.59,6.05,251.03,Wheat,0.97,Maize
25.64,68.9,16.73,28.86,50.52,6.15,86.96,Rice,1.5,MungBean
37.59,64.21,24.17,26.22,65.56,6.38,82.9,Rice,0.89,MungBean
16.7,34.34,73.65,11.49,44.98,7.83,26.5,Millet,0.66,Chickpea
70.1,48.58,45.51,33.44,86.41,7.18,236.05,Wheat,0.28,Sugarcane
31.61,22.29,22.18,16.78,64.5,6.02,23.44,Wheat,5.76,Mustard
37.54,25.12,23.84,12.61,55.05,6.26,19.55,Wheat,0.62,Mustard
37.88,65.82,15.21,29.86,66.82,6.36,92.03,Rice,0.86,PigeonPeas
24.22,36.44,21.02,12.3,60.64,6.14,12.94,Wheat,0.49,Mustard
81.58,56.26,42.11,31.95,89.38,7.59,261.67,Rice,0.21,Sugarcane
75.12,51.59,35.13,34.2,78.05,7.47,246.01,Wheat,1.07,Maize
77.69,57.31,58.92,34.53,85.13,6.37,297.86,Wheat,0.65,Sugarcane
22.53,35.2,37.24,18.67,61.39,6.06,23.64,Wheat,0.34,Mustard
15.64,36.38,73.84,19.54,43.15,7.81,25.09,Millet,0.86,Chickpea
86.79,44.1,47.98,29.95,89.92,6.69,238.74,Wheat,0.67,Rice
89.48,53.98,45.88,28.66,71.72,6.72,211.0,Maize,0.51,Rice
71.4,42.79,55.08,34.91,81.23,7.4,282.26,Wheat,0.21,Sugarcane
39.78,28.81,24.02,17.54,58.26,6.78,47.49,Maize,0.75,Mustard
84.61,44.57,43.25,32.5,87.09,6.05,204.78,Wheat,0.7,Rice
92.72,49.68,38.42,34.52,74.96,7.26,282.7,Rice,1.83,Maize
21.56,73.74,16.29,27.09,54.58,5.78,77.06,Wheat,0.29,MungBean
28.86,44.75,80.38,14.24,54.33,7.8,39.17,Maize,1.22,Chickpea
17.9,41.85,78.74,15.25,55.05,7.29,45.85,Maize,6.18,Chickpea
79.11,52.08,41.03,28.78,75.95,7.3,294.07,Rice,0.44,Sugarcane
28.04,47.25,76.56,12.9,55.67,7.77,12.28,Maize,9.55,Chickpea
20.9,77.73,22.67,28.85,58.2,5.92,89.21,Wheat,0.45,PigeonPeas
86.54,54.69,24.19,33.92,78.72,6.9,272.35,Wheat,0.61,Maize
28.51,45.31,81.71,14.1,46.98,7.68,25.57,Maize,8.37,Chickpea
38.52,61.72,17.8,25.23,69.59,5.99,69.09,Rice,0.88,PigeonPeas
76.93,56.76,59.08,28.07,85.1,7.66,210.75,Rice,0.35,Sugarcane
22.42,39.38,82.35,15.95,57.89,7.04,19.54,Millet,0.69,Chickpea
82.63,50.9,27.35,10.63,71.95,6.34,12.09,Maize,8.8,Wheat
38.57,31.86,20.13,19.05,59.55,6.27,13.37,Wheat,0.97,Mustard
82.25,56.21,49.68,34.03,70.13,7.68,262.07,Rice,1.89,Sugarcane
93.48,58.68,36.12,30.92,63.14,6.76,233.81,Wheat,1.01,Maize
88.72,49.93,47.87,28.77,75.37,6.02,273.13,Wheat,0.71,Sugarcane
28.16,63.13,15.39,29.82,57.13,5.98,59.34,Wheat,0.5,MungBean
35.3,63.85,21.73,27.53,68.42,6.33,72.78,Wheat,7.03,MungBean
34.06,79.12,24.65,28.99,56.06,5.97,68.46,Rice,0.98,MungBean
108.02,45.4,26.96,10.02,65.59,6.26,25.29,PigeonPeas,0.68,Wheat
30.99,72.53,20.56,26.24,51.98,6.27,54.99,Wheat,0.29,MungBean
79.75,56.97,22.27,14.01,67.37,7.48,22.57,Rice,0.41,Wheat
22.92,30.85,73.76,11.23,49.97,7.3,26.3,Millet,0.31,Chickpea
80.54,55.3,39.24,32.79,65.81,6.69,263.32,Wheat,0.94,Maize
31.45,37.72,22.47,13.53,53.98,6.26,41.56,Maize,0.29,Mustard
88.09,49.92,28.3,28.63,71.63,6.28,243.95,Wheat,1.65,Maize
90.59,44.45,22.34,28.55,70.04,6.37,221.11,Wheat,0.26,Maize
83.65,49.7,46.49,32.64,84.75,5.92,291.59,Wheat,0.98,Rice
78.83,49.94,37.79,12.01,67.9,7.47,34.41,Rice,0.22,Wheat
24.79,45.86,71.79,13.51,57.16,7.45,14.67,Millet,0.89,Chickpea
35.66,67.77,15.42,28.17,62.69,5.83,60.08,Rice,0.53,MungBean
30.4,67.62,20.88,26.57,61.54,6.01,76.94,Wheat,0.84,MungBean
28.86,41.74,83.51,10.64,48.94,7.35,26.95,Maize,0.12,Chickpea
70.2,56.43,44.18,29.68,75.48,6.42,292.87,Wheat,0.34,Rice
80.76,51.98,50.03,28.62,80.79,6.01,298.53,Wheat,0.11,Rice
20.94,21.06,35.96,13.82,57.59,6.87,22.26,Wheat,0.38,Mustard
28.5,38.89,88.76,11.52,54.95,7.71,16.64,Millet,1.35,Chickpea
16.94,38.13,89.26,17.82,57.93,7.13,38.66,Maize,1.18,Chickpea
87.1,54.65,22.47,14.56,76.75,6.53,45.05,Rice,0.7,Wheat
28.06,70.55,17.73,26.03,67.83,5.58,90.4,Wheat,0.87,PigeonPeas
26.92,41.04,83.95,18.51,58.68,7.8,23.23,Maize,0.93,Chickpea
92.37,63.46,21.47,18.54,74.28,7.2,48.53,PigeonPeas,0.11,Wheat
33.9,75.53,16.94,26.35,51.34,5.72,50.25,Rice,1.26,PigeonPeas
85.58,46.85,29.2,16.08,68.41,6.91,48.44,Rice,0.65,Wheat
28.01,78.83,15.4,28.7,56.33,5.72,81.5,Rice,0.86,PigeonPeas
30.01,75.61,18.92,25.41,67.11,6.35,77.0,Wheat,0.41,PigeonPeas
75.01,41.07,54.57,30.38,80.4,7.46,256.35,Wheat,0.42,Sugarcane
82.98,56.31,44.77,28.21,71.6,5.63,238.15,Wheat,0.61,Rice
34.14,24.7,26.26,13.85,64.67,6.56,46.17,Maize,0.91,Mustard
76.1,57.61,30.3,15.76,78.25,6.51,18.26,Maize,0.52,Wheat
15.12,45.85,75.13,18.73,47.39,7.75,23.12,Maize,0.56,Chickpea
84.55,59.0,42.41,28.14,86.46,7.08,273.86,Wheat,0.88,Sugarcane
32.87,69.04,17.86,25.65,64.78,6.32,76.94,Wheat,0.15,MungBean
76.05,55.61,39.23,32.09,60.61,6.66,264.52,Rice,0.15,Maize
73.49,53.79,41.98,33.54,75.44,6.08,219.75,Maize,0.76,Rice
24.89,33.85,26.97,11.22,65.3,6.65,34.05,Wheat,0.7,Mustard
82.99,41.35,45.87,34.17,85.66,6.66,215.16,Wheat,0.58,Sugarcane
32.04,70.7,17.75,25.48,65.24,6.07,98.83,Rice,0.26,MungBean
92.06,58.59,34.88,14.03,64.64,7.47,26.03,Rice,0.41,Wheat
89.28,56.44,24.38,14.19,63.15,6.96,21.96,Rice,0.37,Wheat
24.41,79.0,21.14,28.16,68.49,6.24,91.23,Rice,0.61,MungBean
35.52,78.35,17.95,26.86,68.83,6.06,76.68,Rice,0.31,PigeonPeas
32.93,24.24,32.87,13.69,50.8,6.65,42.82,Maize,0.1,Mustard
32.95,63.65,20.99,27.28,63.43,5.54,94.73,Wheat,4.48,PigeonPeas
22.76,60.57,16.2,26.13,56.55,5.5,70.07,Wheat,0.22,PigeonPeas
33.11,33.21,30.35,13.4,54.61,6.74,29.42,Wheat,0.43,Mustard
26.63,29.01,35.46,13.6,60.19,6.83,22.38,Wheat,0.2,Mustard
76.59,41.19,33.77,10.83,77.07,6.29,35.36,Rice,1.65,Wheat
31.38,33.16,23.29,11.02,61.51,6.71,46.87,Maize,0.3,Mustard
92.34,48.44,35.41,14.27,76.84,6.61,19.57,Rice,0.36,Wheat
73.39,55.66,52.03,31.08,73.49,5.86,207.25,Wheat,0.63,Rice
21.11,46.51,82.81,18.32,55.05,7.94,36.82,Maize,1.74,Chickpea
21.82,61.89,16.88,26.07,56.17,6.26,89.0,Wheat,0.26,PigeonPeas
73.3,59.31,41.62,34.98,87.35,5.84,252.88,Maize,0.92,Rice
30.12,31.88,25.31,11.21,59.35,6.59,32.33,Maize,0.35,Mustard
36.25,69.76,16.84,26.26,51.32,6.33,83.72,Wheat,1.16,PigeonPeas
94.33,57.78,21.22,10.44,73.77,7.34,28.14,MungBean,0.13,Wheat
94.29,50.27,23.86,19.71,74.33,6.87,41.24,Rice,0.71,Wheat
27.48,67.19,20.95,29.35,50.65,6.04,58.63,Wheat,0.31,MungBean
85.26,44.29,51.39,31.85,78.78,6.29,233.06,Maize,1.34,Rice
32.07,67.17,24.4,25.85,65.19,6.08,69.01,Rice,0.58,PigeonPeas
78.91,51.65,53.93,31.72,72.63,7.26,227.2,Wheat,0.5,Sugarcane
21.22,72.32,22.35,29.5,55.14,6.39,68.51,Wheat,0.96,MungBean
37.24,78.35,19.75,28.05,51.32,5.55,52.97,Wheat,0.72,PigeonPeas
80.03,44.19,33.94,16.97,69.94,6.87,29.41,Maize,0.4,Wheat
73.84,59.09,44.41,34.16,89.68,7.56,282.45,Wheat,0.86,Sugarcane
20.92,21.5,26.68,14.81,54.67,6.87,37.71,Maize,0.67,Mustard
30.91,62.72,23.58,28.42,62.08,5.53,51.63,Wheat,0.91,MungBean
88.67,52.71,41.31,28.35,78.71,5.86,205.99,Maize,0.6,Rice
22.42,39.35,26.94,16.09,67.01,6.19,21.11,Wheat,0.78,Mustard
21.87,78.88,15.13,28.39,69.77,6.26,51.68,Wheat,0.14,MungBean
28.3,71.65,24.6,26.97,52.64,5.93,54.45,Rice,0.7,PigeonPeas
86.01,53.83,37.1,10.44,73.45,7.35,22.89,Maize,0.75,Wheat
22.15,31.59,74.24,17.37,47.19,7.72,34.89,Millet,0.29,Chickpea
87.67,57.67,51.95,31.69,83.97,7.28,259.52,Rice,0.23,Sugarcane
32.82,27.31,36.83,19.64,68.48,6.01,25.57,Maize,0.28,Mustard
26.68,38.4,87.08,14.4,46.93,7.24,17.39,Millet,0.46,Chickpea
87.69,47.56,54.82,28.63,76.47,6.47,297.37,Rice,0.41,Sugarcane
20.12,38.88,73.91,12.16,46.18,7.73,29.79,Maize,1.62,Chickpea
82.84,46.57,23.55,16.49,60.74,6.96,38.75,Rice,1.61,Wheat
87.63,50.98,25.62,30.81,66.13,6.46,292.43,Wheat,0.32,Maize
22.16,32.86,82.7,13.11,49.65,7.27,12.1,Maize,0.21,Chickpea
38.59,74.4,23.35,26.43,61.33,6.04,91.99,Rice,0.41,PigeonPeas
21.3,44.98,83.61,15.97,44.88,7.57,18.22,Maize,0.48,Chickpea
37.24,63.74,22.5,26.1,59.74,6.3,77.52,Wheat,0.21,PigeonPeas
85.93,59.68,49.74,28.41,84.17,6.27,273.08,Wheat,0.3,Sugarcane
33.7,79.73,21.81,25.19,67.88,6.18,90.85,Rice,0.17,PigeonPeas
89.26,46.41,23.77,11.14,78.69,6.19,21.28,Rice,0.33,Wheat
85.98,49.32,56.04,32.0,79.37,6.71,244.8,Wheat,0.83,Sugarcane
77.24,45.91,38.37,32.94,78.95,7.04,288.32,Wheat,0.9,Maize
37.5,60.47,22.21,26.8,59.26,5.97,77.0,Wheat,0.35,PigeonPeas
74.27,54.65,44.74,32.88,81.06,7.51,268.13,Wheat,12.32,Sugarcane
78.55,45.83,51.57,33.45,80.19,6.85,299.32,Wheat,0.6,Sugarcane
35.49,36.65,39.41,17.87,65.32,6.22,15.23,Maize,0.54,Mustard
81.97,54.24,41.35,28.57,76.67,7.87,261.1,Wheat,0.64,Sugarcane
18.03,49.12,85.21,15.53,47.94,7.14,34.99,Millet,0.22,Chickpea
80.18,53.15,24.11,11.88,64.58,7.45,34.83,Rice,6.79,Wheat
76.39,52.71,57.62,32.56,74.45,6.3,213.29,Fallow,5.6,Rice
87.67,54.4,25.26,30.94,75.52,7.38,299.31,Wheat,1.0,Maize
28.54,42.74,86.91,14.19,47.17,7.0,38.66,Maize,0.46,Chickpea
89.97,45.44,52.6,32.56,75.22,7.69,280.34,Wheat,0.8,Sugarcane
84.36,48.66,48.25,31.38,71.33,6.22,296.37,Wheat,0.72,Rice
30.33,79.99,17.15,25.61,65.17,6.24,78.53,Rice,0.36,PigeonPeas
81.55,56.26,50.6,29.11,85.54,7.9,218.63,Wheat,0.42,Sugarcane
108.19,58.85,26.17,15.8,69.29,7.09,13.98,PigeonPeas,0.41,Wheat
76.23,45.47,39.44,30.28,61.31,6.77,281.25,Wheat,0.27,Maize
70.09,48.57,56.72,30.24,79.17,7.5,275.83,Rice,0.18,Sugarcane
29.39,67.79,17.74,27.07,63.94,5.59,87.63,Rice,0.78,MungBean
15.11,49.47,89.73,11.75,59.31,7.4,41.59,Maize,0.29,Chickpea
94.31,52.18,22.39,13.24,73.4,6.74,14.02,Rice,0.49,Wheat
23.62,48.13,71.34,19.04,55.86,7.0,31.53,Maize,0.7,Chickpea
74.7,59.14,55.11,31.5,85.47,7.28,229.84,Wheat,0.72,Sugarcane
77.51,51.1,23.25,14.82,67.22,6.26,38.77,Maize,0.87,Wheat
73.98,56.64,47.12,29.24,85.88,6.69,205.26,Rice,0.58,Sugarcane
84.2,44.12,22.12,13.78,71.42,7.47,34.1,Rice,0.44,Wheat
29.42,46.47,78.78,15.72,49.22,7.38,10.57,Millet,0.64,Chickpea
21.23,76.09,16.12,29.12,59.84,5.91,59.14,Wheat,0.57,PigeonPeas
76.07,55.91,22.51,18.48,77.35,7.04,19.74,Rice,0.83,Wheat
18.72,48.22,86.4,14.32,51.18,7.05,14.15,Millet,0.51,Chickpea
82.58,42.76,44.16,33.03,78.93,7.51,212.17,Rice,0.32,Sugarcane
77.88,44.76,49.26,31.05,82.14,5.88,202.85,Wheat,0.63,Rice
90.72,46.5,31.81,29.58,72.03,6.42,224.61,Wheat,0.91,Maize
36.85,73.77,22.14,27.75,65.44,5.62,67.2,Rice,0.29,MungBean
77.54,52.87,31.62,33.26,64.3,7.47,288.44,Wheat,0.82,Maize
38.87,67.86,24.55,29.0,68.56,6.09,69.0,Rice,0.65,PigeonPeas
16.69,40.22,85.5,12.56,53.75,7.96,13.83,Maize,1.44,Chickpea
80.28,41.15,44.83,29.49,71.66,7.24,227.2,Rice,0.6,Sugarcane
39.1,69.11,20.13,26.0,50.52,6.2,61.91,Wheat,0.35,MungBean
89.19,58.59,31.29,28.19,79.31,7.39,283.22,Rice,0.97,Maize
35.44,37.64,22.38,11.74,69.28,6.61,33.43,Maize,0.89,Mustard
86.29,57.51,27.2,31.45,65.81,7.36,251.34,Wheat,1.51,Maize
79.59,52.05,50.65,30.07,84.92,6.79,249.25,Fallow,0.86,Rice
94.54,54.8,39.2,18.83,70.06,6.36,49.42,Rice,0.99,Wheat
37.8,77.7,18.79,26.92,53.81,6.23,82.92,Rice,0.25,PigeonPeas
34.92,64.22,22.28,25.08,56.85,6.11,54.45,Rice,0.95,MungBean
89.33,43.02,57.9,33.11,83.66,6.68,262.36,Wheat,0.46,Rice
88.96,41.85,22.68,34.93,61.84,7.1,203.32,Wheat,0.38,Maize
28.73,28.53,20.41,12.68,66.43,6.46,22.21,Wheat,0.31,Mustard
22.12,23.15,31.06,14.3,60.07,6.36,28.62,Maize,0.75,Mustard
